code	Konstanz.Archive.number	URL.number	Basis	Variants	Universal	Universal.short	Universal.shorter	Domain_general	Domain_if_part	Domain_then_part	formal.formula	harmony_status	Details.source	Details.source2	citation.scores	Size..review.of.original.	Bias.in.sample..review.of.original.	Bias.2	Bias.3	Sense..review.of.original.	Implementation..review.of.original.	Implementation..review.of.original..1	main_n	UNCON_Estimate	UNCON_low_95_CI	UNCON_upp_95_CI	UNCON_SIG	fam_n	FAM_Estimate	FAM_low_95_CI	FAM_upp_95_CI	FAM_SIG	COVAR_Estimate	COVAR_low_95_CI	COVAR_upp_95_CI	COVAR_SIG	BT_median_BF	BT_low_95_HDI	BT_upp_95_HDI	BT_HDI_SIG	SPAPHY_median_Estimate	SPAPHY_median_low_95_CI	SPAPHY_median_upp_95_CI	SPAPHY_SIG	supported
0982KA	982 (used to be 986 in the old version)	982	languages in Smith-Stark 1974 Source Smith-Stark 1974: 668	NA	If a language has a locative comparative, then it is either SOV or VSO.	locative comparative > SOV | VSO	loc compa > SOV|VSO	broad word order	other	word order	GB266:1 > (GB131:1 | GB133:1) & GB132:0	NA	Stassen 1984: 157	Stassen 1984	81	110	no bias	no bias	no bias	NA	perfect	perfect	1108	0.66967	0.4058738	0.9386832	SIG	935	1.13679417	0.06161996	2.179435	SIG	0.8956349	0.1199193	1.7500687	SIG	0.9169695	-6.343371	7.68161	NOT SIG	0.937706272	0.131740638	1.815002625	yes	NOT SIG
0983KA	983 (used to be 987 in the old version)	987	sample of 110 languages Source Stassen 1984: 157	NA	If a language has an exceed comparative, then it is SVO.	exceed comparative > SVO	exceed compa > SVO	broad word order	other	word order	GB265:1 > GB131:0 & GB132:1 & GB133:0	NA	Stassen 1984: 157	Stassen 1984	81	110	no bias	no bias	no bias	NA	OK, could theoretically include OVS languages, but these are rare.	OK	1140	1.617059	1.352121	1.881401	SIG	953	1.18944484	-0.37816032	2.4764356	NOT SIG	0.79935918	-0.58059085	1.8307431	NOT SIG	21.6239745	12.845432	36.903664	SIG	0.787807045	-0.7265858	1.86425225	no	NOT SIG
1027aKA	1027 (used to be 1031 in the old version)	1031	sample of 300 languages Source Stassen 1997	a	There are correlations between following parameters: VO word order, Non-tensedness, Non-casedness, WITH-Construction, Non-Absolute Converb. Standardized IF VO, THEN Non-tensedness, Non-casedness, WITH-Construction, and Non-Absolute Converb. IF Non-tensedness, THEN VO, Non-casedness, WITH-Construction, and Non-Absolute Converb. IF Non-casedness, THEN VO, Non-tensedness, WITH-Construction, and Non-Absolute Converb. IF AND-construction, THEN VO, Non-tensedness, Non-casedness, and Non-Absolute Converb. IF Non-Absolute Converb, THEN VO, Non-tensedness, Non-casedness, and WITH-Construction.	VO -> no morph tense | no  case	VO -> nomorph tense | no case	broad word order	word order	other	(GB131:1 | GB132:1) & GB133:0 > GB083:0|GB070:0	NA	Stassen 1997	Stassen 1997	788	410	bias towards old World	bias against the Pacific/Papua/Australia	bias against the Pacific, PNG, Australia, and/or South America	NA	OK, this universal was chopped into different parts, we lack information on absolute converbs and the AND vs WITH-parameters; we decided to go  with a "OR" interpretation of the right hand statement, so perhaps our implementation is too weak.	OK	1882	2.165561	1.919395	2.42359	SIG	1589	2.0202277	0.37804707	3.7480518	SIG	2.02049388	0.6804261	3.4519714	SIG	22.487343	14.395065	35.411463	SIG	2.255750963	0.92724505	3.66307725	yes	SIG
1027bKA	1027 (used to be 1031 in the old version)	1031	sample of 300 languages Source Stassen 1997	b	There are correlations between following parameters: VO word order, Non-tensedness, Non-casedness, WITH-Construction, Non-Absolute Converb. Standardized IF VO, THEN Non-tensedness, Non-casedness, WITH-Construction, and Non-Absolute Converb. IF Non-tensedness, THEN VO, Non-casedness, WITH-Construction, and Non-Absolute Converb. IF Non-casedness, THEN VO, Non-tensedness, WITH-Construction, and Non-Absolute Converb. IF AND-construction, THEN VO, Non-tensedness, Non-casedness, and Non-Absolute Converb. IF Non-Absolute Converb, THEN VO, Non-tensedness, Non-casedness, and WITH-Construction.	no morph tense -> no case|VO	no morph tense -> no case | VO	broad word order	other	word order	GB083:0 > ((GB131:1 | GB132:1) & GB133:0)  | GB070:0	NA	Stassen 1997	Stassen 1997	788	410	bias towards old World	bias against the Pacific/Papua/Australia	bias against the Pacific, PNG, Australia, and/or South America	NA	OK, this universal was chopped into different parts, we lack information on absolute converbs and the AND vs WITH-parameters; we decided to go  with a "OR" interpretation of the right hand statement, so perhaps our implementation is too weak.	OK	1882	1.445055	1.208555	1.6765756	SIG	1589	1.730464	0.38270231	3.2981111	SIG	0.8553627	-0.007597641	1.6731741	NOT SIG	13.364771	3.318389	21.75656	NOT SIG	0.965784243	0.150630588	1.743478625	yes	NOT SIG
1027cKA	1027 (used to be 1031 in the old version)	1031	sample of 300 languages Source Stassen 1997	c	There are correlations between following parameters: VO word order, Non-tensedness, Non-casedness, WITH-Construction, Non-Absolute Converb. Standardized IF VO, THEN Non-tensedness, Non-casedness, WITH-Construction, and Non-Absolute Converb. IF Non-tensedness, THEN VO, Non-casedness, WITH-Construction, and Non-Absolute Converb. IF Non-casedness, THEN VO, Non-tensedness, WITH-Construction, and Non-Absolute Converb. IF AND-construction, THEN VO, Non-tensedness, Non-casedness, and Non-Absolute Converb. IF Non-Absolute Converb, THEN VO, Non-tensedness, Non-casedness, and WITH-Construction.	no case > no morph tense | VO	no case > no morph tense | VO	broad word order	other	word order	GB070:0 > GB083:0 | ((GB131:1 | GB132:1) & GB133:0)	NA	Stassen 1997	Stassen 1997	788	410	bias towards old World	bias against the Pacific/Papua/Australia	bias against the Pacific, PNG, Australia, and/or South America	NA	OK, this universal was chopped into different parts, we lack information on absolute converbs and the AND vs WITH-parameters; we decided to go  with a "OR" interpretation of the right hand statement, so perhaps our implementation is too weak.	OK	1882	2.171784	1.9441643	2.4097542	SIG	1589	1.58038134	0.65081706	2.5213838	SIG	1.2737749	0.36783501	2.0377557	SIG	43.968612	36.352663	59.912911	SIG	1.335739782	0.457733338	2.136812125	yes	SIG
1028aKA	1028	1032	sample of 300 languages Source Stassen 1997	a	There are correlations between following parameters: OV word order, Tensedness, Casedness, AND-Construction, Absolute Converb. IF basic word order OV, THEN Tensedness, Casedness, AND-Construction, and Absolute Converb. IF Tensedness, THEN basic word order OV, Casedness, AND-Construction, and Absolute Converb. IF Casedness, THEN basic word order OV, Tensedness, AND-Construction, and Absolute Converb. IF AND-construction, THEN basic word order OV, Tensedness, Casedness, and Absolute Converb. IF Absolute Converb, THEN basic word order OV, Tensedness, Casedness, and AND-Construction.	OV -> morph tense | case	OV -> morph tense | case	broad word order	word order	other	GB131:0 & (GB132:1 | GB133:1) > GB083:1|GB070:1	NA	Stassen 1997	Stassen 1997	788	410	bias towards old World	bias against the Pacific/Papua/Australia	bias against the Pacific, PNG, Australia, and/or South America	NA	OK, this universal was chopped into different parts, we lack information on absolute converbs and the AND vs WITH-parameters; we decided to go  with a "OR" interpretation of the right hand statement, so perhaps our implementation is too weak.	OK	1882	0.341378	0.1182842	0.5695209	SIG	1589	0.3741417	-1.01984006	1.9558785	NOT SIG	-0.0263611	-2.23379272	1.4743167	NOT SIG	0.634128	-7.735401	12.796855	NOT SIG	0.082110087	-1.76832275	1.438885375	no	NOT SIG
1028bKA	1028	1032	sample of 300 languages Source Stassen 1997	b	There are correlations between following parameters: OV word order, Tensedness, Casedness, AND-Construction, Absolute Converb. IF basic word order OV, THEN Tensedness, Casedness, AND-Construction, and Absolute Converb. IF Tensedness, THEN basic word order OV, Casedness, AND-Construction, and Absolute Converb. IF Casedness, THEN basic word order OV, Tensedness, AND-Construction, and Absolute Converb. IF AND-construction, THEN basic word order OV, Tensedness, Casedness, and Absolute Converb. IF Absolute Converb, THEN basic word order OV, Tensedness, Casedness, and AND-Construction.	morph tense > case | OV	morph tense > case | OV	broad word order	other	word order	GB083:1 > GB070:1 | GB131:0 & (GB132:1 | GB133:1)	NA	Stassen 1997	Stassen 1997	788	410	bias towards old World	bias against the Pacific/Papua/Australia	bias against the Pacific, PNG, Australia, and/or South America	NA	OK, this universal was chopped into different parts, we lack information on absolute converbs and the AND vs WITH-parameters; we decided to go  with a "OR" interpretation of the right hand statement, so perhaps our implementation is too weak.	OK	1882	0.6155247	0.3596523	0.8717265	SIG	1589	0.57721663	-0.39403436	1.7867418	NOT SIG	0.5927072	-0.19839201	1.4159126	NOT SIG	-2.3090125	-10.669057	6.214793	NOT SIG	0.603075651	-0.23049085	1.435914375	no	NOT SIG
1028cKA	1028	1032	sample of 300 languages Source Stassen 1997	c	There are correlations between following parameters: OV word order, Tensedness, Casedness, AND-Construction, Absolute Converb. IF basic word order OV, THEN Tensedness, Casedness, AND-Construction, and Absolute Converb. IF Tensedness, THEN basic word order OV, Casedness, AND-Construction, and Absolute Converb. IF Casedness, THEN basic word order OV, Tensedness, AND-Construction, and Absolute Converb. IF AND-construction, THEN basic word order OV, Tensedness, Casedness, and Absolute Converb. IF Absolute Converb, THEN basic word order OV, Tensedness, Casedness, and AND-Construction.	case > morph tense | OV	case > morph tense | OV	broad word order	other	word order	GB070:1 > GB083:1 | GB131:0 & (GB132:1 | GB133:1)	NA	Stassen 1997	Stassen 1997	788	410	bias towards old World	bias against the Pacific/Papua/Australia	bias against the Pacific, PNG, Australia, and/or South America	NA	OK, this universal was chopped into different parts, we lack information on absolute converbs and the AND vs WITH-parameters; we decided to go  with a "OR" interpretation of the right hand statement, so perhaps our implementation is too weak.	OK	1882	0.9593696	0.6017608	1.35217	SIG	1589	0.42316227	-0.95083454	2.4419816	NOT SIG	0.2989185	-0.88120457	1.5626263	NOT SIG	18.149308	6.413592	30.994455	NOT SIG	0.355315735	-0.88982495	1.689329125	no	NOT SIG
1053KA	1053	1053	sample of 50 languages in Plank 1994a	NA	If determiners agree within NPs, modifiers are likelier also to agree than not to agree.	agreement determiners > agreement modifiers	agr Dets > agr Mods	hierarchy	agreement	agreement	GB171|GB172|GB198|GB185|GB186:1 > GB170|GB184:1	NA	Plank 1994a: 51	Plank 1994a	9	50	slightly biased towards Austroasiatic, Indo-European, and Uralic (6 languags per these language families and less for others)	bias towards Eurasia	bias towards Eurasia	NA	OK, Grambank doesn"t capture all possible agreement categories for determiners and modifiers	OK	2225	2.2442186	2.034709	2.4472542	SIG	1894	1.8645403	1.13871837	2.6067248	SIG	2.018061197	1.47723062	2.6293874	SIG	200.153993	185.451025	215.491413	SIG	2.006287498	1.423788375	2.651824125	yes	SIG
1111KA	1111	1115	English, Swedish, Danish, Norwegian, German, Dutch, West Flemish, Frisian, Afrikaans, Icelandic (all Germanic), Grisons (Romance, all IE) Source Kiparsky 1997: 461	NA	Lack of inflectional morphology implies fixed word order of direct nominal arguments. The converse is not true, hardly even a tendency.	no inflectional morph. > fixed order of nominal args	no infl morph > fixed order args	broad word order	inflection	fixed order	GB070:0 & GB072:0 > GB136:1	NA	Kiparsky 1997: 461	Kiparsky 1997	178	12	Indo-European only	exclusively samples one family or area	exclusively samples one family or area	NA	OK, we use morphological case on core arguments (which is most relevant for tracking arguments) as a way to operationalize "lack of inflectional morphology". Kiparsky focuses discussions on case, but it"s not 100% clear what is meant by "morphologically rich" or "lack of inflectional morphology" in the original.	OK	1687	0.6163169	0.4164036	0.8100705	SIG	1394	0.25209624	-0.66523418	1.06108006	NOT SIG	0.004842314	-0.84604009	0.6204481	NOT SIG	13.929945	4.216487	23.952002	NOT SIG	0.066239533	-0.765368338	0.6889024	no	NOT SIG
1114KA	1114	1114	languages surveyed in Hawkins 1990 Source Hawkins 1990: 225	n	VO languages are exceptionlessly Comp-initial. OV languages exemplify both final complementizers and initial complementizers.	VO > Comp-S	VO > Comp-S	narrow word order	word order	word order	(GB131:1 | GB132:1) & GB133:0  > GB421:1	BDT Dryer 1992	Hawkins 1990: 225	Hawkins 1990	545	NA	NA	NA	NA	NA	OK, the implementation might allow for the inclusion of OV languages (rare though).	OK	1003	1.8383898	1.540499	2.1530431	SIG	828	1.91905902	0.23724022	3.7489299	SIG	1.923669	0.63441838	3.3921519	SIG	21.608208	13.072345	31.506945	SIG	1.978908532	0.745550763	3.385834625	yes	SIG
1142aKA	1142	1142	languages surveyed in Estival & Myhill 1988 and 79 languages from the GRAMCATS database (see Haspelmath 1990: 71-72) Source Estival & Myhill 1988: 445, Haspelmath 1990: 56	a	Passivization is prominent in SVO languages, but not at all in OV languages.	passive > SVO	passive > SVO	broad word order	other	word order	GB147:1 | GB304:1 | GB302:1 > GB131:0 & GB132:1 & GB133:0	NA	W.P.Lehmann 1978b: 22	W.P.Lehmann 1978b	137	90	reasonably diverse	no bias	no bias	Lehman 1978 focuses on "subject-prominent languages" as those that tend to have passives	OK, we can only implement "presence" not "prominence" of a construction	OK	1143	-0.1402612	-0.3806738	0.09637314	NOT SIG	946	-0.25592146	-1.45490217	1.0525852	NOT SIG	-0.26557199	-1.11027869	0.7021422	NOT SIG	-10.7203105	-18.512271	3.369043	NOT SIG	-0.183789049	-1.041326875	0.7582394	no	NOT SIG
1142bKA	1142	1142	languages surveyed in Estival & Myhill 1988 and 79 languages from the GRAMCATS database (see Haspelmath 1990: 71-72) Source Estival & Myhill 1988: 445, Haspelmath 1990: 56	b	Passivization is prominent in SVO languages, but not at all in OV languages.	no passive > SOV	no passive > SOV	broad word order	other	word order	GB147:0 & GB304:0 & GB302:0 > GB131:0 & GB132:0 & GB133:1	NA	W.P.Lehmann 1978b: 22	W.P.Lehmann 1978b	137	90	reasonably diverse	no bias	no bias	Lehman 1978 focuses on "topic-prominent languages" as the ones that avoid or have only marginal use of the passive	OK, we can only implement "presence" not "prominence" of a construction	OK	1143	0.2757087	0.0320561	0.5191627	SIG	946	1.0303433	-0.35116869	2.4690787	NOT SIG	0.89185258	-0.10669911	1.9702225	NOT SIG	-8.885909	-19.16329	3.546873	NOT SIG	0.847840376	-0.091860039	1.85118225	no	NOT SIG
1152KA	1152	1157	106 languages surveyed in Moravcsik 1969 Source: Moravcsik 1969: 81	NA	For any language, preposed relative clause implies postposed relative clause.	Rel-N > N-Rel	Rel-N > N-Rel	narrow word order	word order	word order	GB328:1 > GB327:1	NA	Moravcsik 1969: 81	Moravcsik 1969	72	106	sample is quite diverse, with some bias towards Indo-European	bias towards Eurasia	bias towards Eurasia	NA	perfect	perfect	1425	-3.111965	-3.446766	-2.775713	SIG	1219	-3.3963212	-5.10203589	-1.6461866	SIG	-2.5926859	-4.34291724	-0.8745242	SIG	79.87038	72.484314	89.459906	SIG	-2.618186503	-4.299410375	-0.829625338	yes	SIG
1163KA	1163	1163	106 languages surveyed in Moravcsik 1969 Source Moravcsik 1969: 86	NA	If a language has a grammaticalized indefinite article, it is likely to also have a definite article, while the reverse does not necessarily hold true.	indefinite article > definite article	indefinite Art > definite Art	hierarchy	other	other	GB021:1 >  GB020:1	NA	Heine 1997: 69, based on Moravcsik 1969	Moravcsik 1969	1668	106	sample is quite diverse, with some bias towards Indo-European	bias towards Eurasia	bias towards Eurasia	NA	perfect (assuming that "grammaticalized" means what is captured by GB021 and GB020)	perfect	1904	1.942678	1.653105	2.246217	SIG	1622	1.89340163	0.94033981	2.7430265	SIG	1.942538	1.07686971	2.7261096	SIG	76.74035	65.291168	86.844801	SIG	1.961556787	1.052015625	2.778014	yes	SIG
1216KA	1216	1216	languages mentioned in Stolz 1992 Source Stolz 1992 : 29	NA	If there are (local) postpositions, then there will also be nominal case inflection (not necessarily including local cases, though).	N-Adp > case (noun)	N-Adp > case (noun)	broad word order	word order	case	GB075:1 > GB070:1 | GB072:1	NA	Stolz 1992: 75	Stolz 1992	28	0	NA	NA	NA	NA	perfect	perfect	1837	1.3838528	1.1886459	1.575257	SIG	1551	0.6806887	-0.58893389	2.0468415	NOT SIG	0.5099268	-0.46953405	1.4126332	NOT SIG	15.5946015	7.142589	30.18963	NOT SIG	0.533076456	-0.380724663	1.396035875	no	NOT SIG
1267aKA	1267	1271	languages mentioned in Schwartz 1972 and Trask 1979	a	Ergative systems are found only in SOV and VSO languages. SVO languages are never ergative.	ergative > VSO | SOV	ergative > VSO | SOV	broad word order	case	word order	GB409:1 > GB131|GB133:1 & GB132:0	NA	Schwartz 1972: 32, Trask 1979: 385	Schwartz 1972 & Trask 1979	323	31	no bias	no bias	no bias	NA	OK, Grambank doesn"t have info on the order of object and subject, so VOS and OSV languages will be included (but they are rare)	OK	1548	1.578708	1.285579	1.89397	SIG	1299	0.5164673	-1.58993632	2.3352293	NOT SIG	1.10350416	-0.58326676	2.5755564	NOT SIG	8.992629	1.959058	15.64311	NOT SIG	1.096186452	-0.370113388	2.4049445	no	NOT SIG
1267bKA	1267	1271	languages mentioned in Schwartz 1972 and Trask 1979	b	Ergative systems are found only in SOV and VSO languages. SVO languages are never ergative.	SVO > not ergative	SVO > not ergative	broad word order	word order	case	GB131:0 & GB132:1 & GB133:0 > GB409:0	NA	Schwartz 1972: 32, Trask 1979: 385	Schwartz 1972 & Trask 1979	323	31	no bias	no bias	no bias	Nichols (1992: 44) points out her study provides evidence for this claim	OK, Grambank doesn"t have info on the order of object and subject, so OVS languages will be included (but they are rare)	OK	1548	2.230309	1.862126	2.620454	SIG	1299	2.34417919	0.27162173	4.3136663	SIG	2.40649924	0.67876308	4.0678265	SIG	28.3037415	21.600511	39.413447	SIG	2.385376659	0.824260975	3.87829175	yes	SIG
1334aKA	1334	1334	unspecified Source Hockett 1963: 26	a	Prepositional Noun-Modifier Hierarchy (PrNMH): If a language is prepositional, then if Relative clause Noun order then Genitive Noun order, if Genitive Noun order then Adjective Noun order, and if Adjective Noun order then Demonstrative Noun order.	Adp-N & Rel-N > Gen-N	Adp-N & Rel-N > Gen-N	narrow word order	word order	word order	GB074:1 & GB328:1 > GB065:1	no consistent head-mod order Hawkins (1983)	Hawkins 1983, Hawkins 1994: 316	Hawkins 1983	3860	350	yes, definitely biased towards Eurasia	bias towards Eurasia	bias towards Eurasia	NA	perfect	perfect	1366	0.2927196	-0.1437785	0.7365699	NOT SIG	1163	-0.90276285	-3.03460686	0.8746338	NOT SIG	-0.1877662	-1.79203087	1.3471292	NOT SIG	-2.31857	-9.580544	6.064945	NOT SIG	0.028552361	-1.653930375	1.614441875	no	NOT SIG
1334bKA	1334	1334	unspecified Source Hockett 1963: 26	d	Prepositional Noun-Modifier Hierarchy (PrNMH): If a language is prepositional, then if Relative clause Noun order then Genitive Noun order, if Genitive Noun order then Adjective Noun order, and if Adjective Noun order then Demonstrative Noun order.	Adp-N & Rel-N & Gen-N > Adj-N	Adp-N & Rel-N & Gen-N > Adj-N	narrow word order	word order	word order	GB074:1 & GB328:1 & GB065:1 > 193:1	mostly consistent head-mod order Hawkins (1983)	Hawkins 1983, Hawkins 1994: 317	Hawkins 1983	3860	350	yes, definitely biased towards Eurasia	bias towards Eurasia	bias towards Eurasia	NA	perfect	perfect	1332	0.7074634	0.05403665	1.328184	SIG	1134	-0.042349621	-2.37333553	1.7891802	NOT SIG	0.6395919	-0.97882076	1.9816249	NOT SIG	-11.234599	-15.577454	-7.376152	NOT SIG	0.534738801	-1.135232	1.961686875	no	NOT SIG
1334cKA	1334	1334	unspecified Source Hockett 1963: 26	c	Prepositional Noun-Modifier Hierarchy (PrNMH): If a language is prepositional, then if Relative clause Noun order then Genitive Noun order, if Genitive Noun order then Adjective Noun order, and if Adjective Noun order then Demonstrative Noun order.	Adp-N & Rel-N & Gen-N & Adj-N > Dem-N	Ap-N & RC-N & Ge-N & Aj-N > Dm-N	narrow word order	word order	word order	GB074:1 &  GB328:1 & GB065:1 & GB193:1 > GB025:1	mostly consistent head-mod order Hawkins (1983)	Hawkins 1983, Hawkins 1994: 318	Hawkins 1983	3860	350	yes, definitely biased towards Eurasia	bias towards Eurasia	bias towards Eurasia	NA	perfect	perfect	1310	2.214947	0.9710313	3.714039	SIG	1117	1.43965675	-0.7339327	3.7830345	NOT SIG	1.657912606	-0.47355355	3.9384257	NOT SIG	-0.963686	-5.607944	4.566607	NOT SIG	1.744828378	-0.293324825	4.033918375	no	NOT SIG
1341KA	1341	1341	South Asian languages	NA	If a language has a verbal reciprocal/reflexive, it must have an overt AGR marker. Standardized IF there is a verbal reciprocal/reflexive, THEN there must be verb agreement at least with subject.	verbal reciprocal/reflexive > verb agreement with subject	verb reci/refl > verb agr S	other	other	agreement	GB115:1 | GB114:1 > GB091:1 | GB092:1	NA	Subbarao 1997, Subbarao 1998: 15	Subbarao 1997, Subbarao 1998: 15	8	NA	South Asian languages	exclusively samples one family or area	exclusively samples one family or area	NA	perfect, we only take the transitive subject	perfect	1598	0.9481449	0.7364517	1.17038414	SIG	1335	1.6124303	0.53996922	2.62156	SIG	1.2454923	0.32000268	2.1671495	SIG	4.576606	-5.207199	14.782016	NOT SIG	1.219136148	0.261387075	2.129916875	yes	NOT SIG
1349KA	1349	1349	sample of 543 languages in Dryer 1992 Source Dryer 1992: 93	NA	Numeral classifiers occur in the languages where plural is weakly developed.	weak plural > numeral classifiers	weak PL > Num Cl	other	number	other	GB044:0 & GB318:0 > GB057:1	NA	Serebrennikov 1974: 294	Serebrennikov 1974	41	5	too small to talk about bias	NA	NA	NA	perfect	perfect	1637	0.8278883	0.5864938	1.059912	SIG	1386	0.03483425	-1.29528435	1.3234872	NOT SIG	-0.15845008	-1.24782231	0.8661233	NOT SIG	-5.3674855	-13.072739	7.697398	NOT SIG	-0.114554624	-1.136107875	0.914714475	no	NOT SIG
1372KA	1372	1372	more than 50 classifier languages from Africa, the Americas, Asia, and Oceania in Allan 1977 Source Allan 1977: 300	NA	A lexically distinct form of verb HAVE is generally missing in verb peripheral languages (i.e. SOV, VOS). That is, a verb HAVE is generally confined to SVO languages.	verb HAVE > SVO	verb HAVE > SVO	broad word order	other	word order	GB250:1 > GB131:0 & GB132:1 & GB133:0	NA	Mahajan 1997 1997: 38	Mahajan 1997	129	10	yes, Indo-European languages only	exclusively samples one family or area	exclusively samples one family or area	NA	perfect	perfect	1347	0.5213929	0.3065621	0.734185	SIG	1139	0.5732215	-1.30439876	2.1678191	NOT SIG	0.3828647	-1.0054254	1.5289882	NOT SIG	-6.9129715	-12.165717	7.792186	NOT SIG	0.340992201	-1.068589625	1.5433025	no	NOT SIG
1415KA	1415	1415	Turkish (Turkic, Altaic), Eskimo (Eskimo-Aleut), Arosi, Fijian (both Remote Oceanic, Austronesian), Dharawal (Pama-Nyungan, Australian), Quechua (Andean), ZŸrich German (Germanic, Indo-European), Yurok (Algic), Welsh (Celtic, Indo-European)	NA	If heads of possessive constructions agree with their possessors in a given language then verbs agree with subjects in that language. Standardized IF heads of possessive constructions (=possessees) agree with their possessors, THEN verbs agree with subjects.	poss agree > verbal agree S	poss agr > verb agr S	other	agreement	agreement	GB431:1|GB433:1 > GB091|GB092:1	NA	Keenan 1974: 303	Keenan 1974	221	9	diverse, but 2 languages are Indo-European	no bias	no bias	NA	perfect, we only take the transitive subject	perfect	1595	1.1369563	0.9216714	1.3539004	SIG	1357	1.8731223	0.47538602	3.3400008	SIG	1.5736648	0.68947349	2.5575241	SIG	24.5623385	17.542616	40.919861	SIG	1.599176721	0.74832445	2.532378625	yes	SIG
1427KA	1427	1431	unspecified Source Serebrennikov 1974: 295	NA	If in a language there are no prefixes, then there will be inflectional (i.e. not prepositional) local cases.	no prefix > infl local cases	no prefix > inflectional local cases	other	other	case	GB079:0 & GB090:0 & GB092:0 & GB094:0 & GB430:0 & GB431:0 > GB072|GB073:1	NA	Serebrennikov 1974: 295	Serebrennikov 1974	41	2	too small to talk about bias, only PIE and early Indo-Aryan	NA	NA	NA	OK, obviously Grambank doesn"t capture all phenomena which could be marked by prefixes; also unclear of local cases are oblique, as the latter might imply a larger number of relations	OK	1386	0.3141337	0.06470595	0.558527	SIG	1159	0.1003147	-1.67416856	2.0409074	NOT SIG	-0.7940874	-1.69819324	0.2397579	NOT SIG	9.658227	1.685535	20.026766	NOT SIG	-0.645178015	-1.52030125	0.394590188	no	NOT SIG
1430KA	1430	1434	unspecified Source Serebrennikov 1974: 297	NA	If a language has possessive suffixes on nouns, most commonly it will lack overt copula form (of 'to be') in the present tense.	N-poss suf > no PRS overt copula “to be”	N-poss suff > no PRS Cop	other	other	other	GB432:1 | GB433:1 > GB117:0	NA	Serebrennikov 1974: 297	Serebrennikov 1974	41	12	yes, only Turkic, Uralic, Semitic langs	exclusively samples one family or area	exclusively samples one family or area	NA	OK, the source is unclear about whether the suffix is on the possessor or the possessum, we cannot evaluate cases where the copula is absent in a specific cases only, as GB071 codes for presence/absence only in any context	OK	1404	0.45047522	0.2308895	0.6657375	SIG	1184	0.01800629	-0.77962248	0.7416254	NOT SIG	0.09318209	-0.55434162	0.7104252	NOT SIG	-11.728615	-20.709162	2.17262	NOT SIG	0.082377665	-0.587780825	0.71639025	no	NOT SIG
1431mKA	1431 (used to be 1435 in the old version)	1435	unspecified Source Serebrennikov 1974: 300	m	The more developed a case system is, the less is its system of verbal tenses.	less case > more tense	less case > more tense	other	case	tense	sum(GB070:1,GB071:1,GB072:1,GB073:1) < 2 ->  sum(GB082:1,GB083:1,GB084:1) > 2 | GB309:1	NA	Serebrennikov 1974: 300	Serebrennikov 1974	41	4	too small to talk about bias	NA	NA	NA	not great, we capture this in a biary fashion and not in a continuous fashion, which may have been the original intention. Grambank doesn"t capture information about the number of cases.	less than OK	1743	-0.9501345	-1.1533732	-0.7570852	SIG	1493	-1.11725775	-2.20474775	-0.06418175	SIG	-0.91081409	-1.74645738	-0.1273708	SIG	30.9909995	22.190985	43.40594	SIG	-0.975073629	-1.77695425	-0.255731525	yes	SIG
1431nKA	1431 (used to be 1435 in the old version)	1435	unspecified Source Serebrennikov 1974: 300	n	The more developed a case system is, the less is its system of verbal tenses.	more case > less tense	more case > less tense	other	case	tense	sum(GB070:1,GB071:1,GB072:1,GB073:1) > 2 ->  sum(GB082:1,GB083:1,GB084:1) < 2 & GB309:0	NA	Serebrennikov 1974: 300	Serebrennikov 1974	41	4	too small to talk about bias	NA	NA	NA	not great, we capture this in a biary fashion and not in a continuous fashion, which may have been the original intention. Grambank doesn"t capture information about the number of cases.	less than OK	1743	-0.597012	-0.8316434	-0.3506939	SIG	1493	-0.60042131	-1.38418598	0.1654433	NOT SIG	-0.82164739	-1.456962918	-0.1580456	SIG	-1.4360005	-9.181608	6.152038	NOT SIG	-0.911701994	-1.593126375	-0.24373445	yes	NOT SIG
1434KA	1434	1434	unspecified Source Serebrennikov 1974: 297	NA	A large number of tense oppositions correlates with the absence of aspect differentiation.	many tenses > no aspect	many tenses > no aspect	other	other	other	GB309:1 > GB086:0	NA	Serebrennikov 1974: 303	Serebrennikov 1974	41	3	too small to talk about bias	NA	NA	NA	OK, information on tense and aspect is quite limited in Grambank, implementation could be different if more info on these categories was available	OK	1546	0.9467361	0.6964667	1.211946	SIG	1309	0.73727834	-0.08538177	1.4770229	NOT SIG	0.28303076	-0.68693308	1.0193323	NOT SIG	1.37746	-3.849077	12.021573	NOT SIG	0.274967549	-0.693606613	1.004944625	no	NOT SIG
1436KA	1436	1436	unspecified Source Serebrennikov 1974: 301	NA	If in a language the adjective follows the noun, there is an overt copula form (of 'to be') in the present tense form.	N-Adj > PRS overt copula “to be”	N-Adj > PRS overt cop	broad word order	word order	other	GB193:2 > GB117:1	NA	Serebrennikov 1974: 312	Serebrennikov 1974	41	4	too small to talk about bias, Romance languages and Albanian	NA	NA	NA	OK, we cannot evaluate cases where the copula is absent in a specific cases only, as GB071 codes for presence/absence only in any context	OK	1627	-0.1504559	-0.3534807	0.05121587	NOT SIG	1381	-0.00442943	-0.94717796	0.8688425	NOT SIG	0.25725773	-1.04327826	1.4387452	NOT SIG	-16.5920045	-23.400032	-3.348175	NOT SIG	0.313096213	-0.942359312	1.552539	no	NOT SIG
