Language_ID	Name	Macroarea	Latitude	Longitude	Glottocode	ISO639P3code	Countries	Family_ID	Language_level_ID	Closest_ISO369P3code	First_Year_Of_Documentation	Last_Year_Of_Documentation	aes	category	classification	level	med	medovertime	subclassification
mala1493	Malang-Pasuruan	Papunesia	-7.001	109.287	mala1493	NA	NA	aust1307	java1254	jav	NA	NA	NA	Dialect	aust1307/mala1545/java1253/mode1251/java1254/east2487/arek1234	dialect	NA	NA	mala1493:1;
sura1245	Surabaya	Papunesia	-7.001	109.287	sura1245	NA	NA	aust1307	java1254	jav	NA	NA	NA	Dialect	aust1307/mala1545/java1253/mode1251/java1254/east2487/arek1234	dialect	NA	NA	sura1245:1;
peka1244	Pekalongan	Papunesia	-7.001	109.287	peka1244	NA	NA	aust1307	java1254	jav	NA	NA	NA	Dialect	aust1307/mala1545/java1253/mode1251/java1254/cent2331/pasi1258	dialect	NA	NA	peka1244:1;
pema1234	Pemalang	Papunesia	-7.001	109.287	pema1234	NA	NA	aust1307	java1254	jav	NA	NA	NA	Dialect	aust1307/mala1545/java1253/mode1251/java1254/cent2331/pasi1258	dialect	NA	NA	pema1234:1;
tega1246	Tegal	Papunesia	-7.001	109.287	tega1246	NA	NA	aust1307	java1254	jav	NA	NA	NA	Dialect	aust1307/mala1545/java1253/mode1251/java1254/cent2331/pasi1258	dialect	NA	NA	tega1246:1;
bala1310	Balangao	Papunesia	17.0994	121.272	bala1310	blw	PH	aust1307	NA	blw	NA	NA	1	Spoken_L1_Language	aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/nucl1754	language	2	['Shetler, Joanne. 1976. Notes on Balangao grammar. (Language Data: Asian- Pacific Series, 9.) Microfiche ed. edn. Dallas: SIL. 254pp.', 'Shetler, Joanne. 1968. Balangao nonverbal clause nuclei. Asian Studies 6. 208-22.', 'Shetler, Joanne. 1966. Balangao phonemes. Linguistic Circle of Canberra Publications A 8. 1-7.', '1965. Philippine reader, vol. 1, no. 1. 11pp.', 'Fetzer, Anne and Shetler, Joanne. 1964. The obscuring of word accent in Balangao. Oceanic Linguistics 3. 101-9.']	bala1310:1;
bont1246	Bontok-Kankanay	NA	17.03555	120.86775	bont1246	NA	NA	aust1307	NA	NA	NA	NA	NA	Family	aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/nucl1754	family	NA	NA	(((bayy1237:1,guin1256:1,sada1241:1)cent2292:1,((barl1240:1,kada1287:1,lias1237:1)east2881:1,sout3368:1)fina1242:1)bont1247:1,((baku1262:1,guin1257:1,kapa1253:1,mank1255:1)kank1243:1,(maen1235:1,nort2877:1)maen1236:1)kank1245:1)bont1246:1;
isin1239	Isinai	Papunesia	16.3299	121.12	isin1239	inn	PH	aust1307	NA	inn	NA	NA	5	Spoken_L1_Language	aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/nucl1754	language	2	['Otto Scheerer. 1918. The Particles of Relation of the Isinai Language. The Hague: KITLV. 119pp.', 'Carlos E. Conant. 1915. Grammatical Notes on the Isinai Language (Philippines). Journal of the American Oriental Society 35. 289-292.']	isin1239:1;
ifug1247	Ifugaw	NA	16.826233333333334	121.13833333333332	ifug1247	NA	NA	aust1307	NA	NA	NA	NA	NA	Family	aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/nucl1754	family	NA	NA	((bana1290:1,burn1237:1)amga1235:1,((ayan1239:1,ducl1237:1,nucl1544:1)bata1298:1,mayo1262:1)bata1319:1,(hapa1237:1,hung1279:1,laga1242:1)tuwa1243:1)ifug1247:1;
itne1252	Itneg	NA	17.60736	120.764945	itne1252	NA	NA	aust1307	NA	NA	NA	NA	NA	Family	aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/kali1310	family	NA	NA	(bino1237:1,inla1260:1)itne1252:1;
kali1311	Kalinga	NA	17.457558333333335	121.02569444444444	kali1311	NA	NA	aust1307	NA	NA	NA	NA	NA	Family	aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/kali1310	family	NA	NA	(((able1237:1,bala1309:1,balb1237:1,guin1255:1,lubu1244:1)lubu1243:1,((mall1247:1,bang1366:1,suma1265:1,ting1252:1)sout2908:1,butb1235:1,(madu1248:1,(mina1271:1,pina1250:1,tina1249:1)lowe1412:1)sout3207:1)sout3203:1)cent2282:1,((masa1308:1,masa1309:1)masa1307:1,moya1235:1)masa1325:1,(limo1248:1,((bana1289:1,guba1246:1,mali1281:1)bana1288:1,maba1279:1)nort3231:1)nort3226:1)kali1311:1;
nucl1542	Nuclear Southern Cordilleran	NA	16.43819397461042	120.83109186118108	nucl1542	NA	NA	aust1307	NA	NA	NA	NA	NA	Family	aust1307/mala1545/nort3238/meso1254/sout3211/sout2907/west2550	family	NA	NA	(iwak1237:1,(boko1268:1,dakl1237:1,kaba1284:1)ibal1244:1,((kaya1320:1,tino1235:1)ahin1234:1,(bayn1237:1,yatu1237:1)kele1259:1)kall1244:1,kara1487:1)nucl1542:1;
pang1290	Pangasinan	Papunesia	15.9377	120.365	pang1290	pag	PH	aust1307	NA	pag	NA	NA	1	Spoken_L1_Language	aust1307/mala1545/nort3238/meso1254/sout3211/sout2907/west2550	language	0	['Richard A. Benton. 1971. Spoken Pangasinan. (Pali Language Texts: Philippines.) Honolulu: University of Hawaii Press. xi+622pp.', 'Andres Lopez. 2014 [1690]. Arte de la lengua de Pangasinan. Madrid: Iberoamericana. 361pp.']	pang1290:1;
abak1243	Abaka	Papunesia	16.3785	121.547	abak1243	NA	NA	aust1307	ilon1239	ilk	NA	NA	NA	Dialect	aust1307/mala1545/nort3238/meso1254/sout3211/sout2907/ilon1239	dialect	NA	NA	abak1243:1;
ibal1242	Ibalao	Papunesia	16.3785	121.547	ibal1242	NA	NA	aust1307	ilon1239	ilk	NA	NA	NA	Dialect	aust1307/mala1545/nort3238/meso1254/sout3211/sout2907/ilon1239	dialect	NA	NA	ibal1242:1;
egon1237	Egongot	Papunesia	16.3785	121.547	egon1237	NA	NA	aust1307	ilon1239	ilk	NA	NA	NA	Dialect	aust1307/mala1545/nort3238/meso1254/sout3211/sout2907/ilon1239	dialect	NA	NA	egon1237:1;
iyon1237	Iyongut	Papunesia	16.3785	121.547	iyon1237	NA	NA	aust1307	ilon1239	ilk	NA	NA	NA	Dialect	aust1307/mala1545/nort3238/meso1254/sout3211/sout2907/ilon1239	dialect	NA	NA	iyon1237:1;
ital1283	Italon	Papunesia	16.3785	121.547	ital1283	NA	NA	aust1307	ilon1239	ilk	NA	NA	NA	Dialect	aust1307/mala1545/nort3238/meso1254/sout3211/sout2907/ilon1239	dialect	NA	NA	ital1283:1;
pala1347	Palanan Dumagat	Papunesia	17	122.372	pala1347	NA	NA	aust1307	para1306	prf	NA	NA	NA	Dialect	aust1307/mala1545/nort3238/nort3187/nucl1755/para1320/para1306	dialect	NA	NA	pala1347:1;
gadd1244	Gaddang	Papunesia	16.5468	121.177	gadd1244	gad	PH	aust1307	NA	gad	NA	NA	1	Spoken_L1_Language	aust1307/mala1545/nort3238/caga1241/iban1268/gadd1245/caga1242	language	3	['Pedro Sierra. 1894. Vocabulario en lengua Gaddana. Ms. 407pp.']	gadd1244:1;
gada1258	Ga'dang	Papunesia	17.2238	121.455	gada1258	gdg	PH	aust1307	NA	gdg	NA	NA	1	Spoken_L1_Language	aust1307/mala1545/nort3238/caga1241/iban1268/gadd1245/caga1242	language	1	[""Michael R. Walrod. 1979. Discourse Grammar in Ga'dang. (Summer Institute of Linguistics: Publications in Linguistics, 63.) Microfiche ed. edn. Dallas, Texas: The Summer Institute of Linguistics and the University of Texas at Arlington. ix+118pp."", ""1978. Nadadaruma a damit (Different languages: a phrase book for Ga'dang). 67pp."", ""Walrod, Michael R. 1976. Case in Ga'dang verbal clauses. Pacific Linguistics A 46. 21-44."", 'Troyer, Madeline. 1959. Gaddang phonology. Philippine Journal of Science 88. 95-102.']	gada1258:1;
boan1242	Boano (Maluku)	Papunesia	-2.95535	127.953	boan1242	bzn	ID	aust1307	NA	bzn	NA	NA	3	Spoken_L1_Language	aust1307/mala1545/nunu1252/piru1243/west2843/hoam1238/east2468	language	4	['van Doren, J. B. J. 1859. Boeroe en Manipa. Amsterdam, J. D. Sybrandi. 236pp.']	boan1242:1;
lari1255	Larike-Wakasihu	Papunesia	-3.76522	127.956	lari1255	alo	ID	aust1307	NA	alo	NA	NA	2	Spoken_L1_Language	aust1307/mala1545/nunu1252/piru1243/west2843/hoam1238/east2468	language	2	['Laidig, Carol J. and Laidig, Wyn D. 1991. Tarus sou rikedu (Tata bahasa Larike: Larike grammar). Ambon: Universitas Pattimura and Summer Institute of Linguistics. x+102pp.', 'van der Crab, Petrus. 1862. De Moluksche Eilanden: Reis van Z. E. den Gouverneur-Generaal Ch. F. Pahud door den Molukschen archipel. Batavia: Lange. xiv+387+19pp.']	(alla1249:1,lari1256:1,waka1277:1)lari1255:1;
mani1297	Manipa	Papunesia	-3.30342	127.565	mani1297	mqp	ID	aust1307	NA	mqp	NA	NA	2	Spoken_L1_Language	aust1307/mala1545/nunu1252/piru1243/west2843/hoam1238/west2853	language	4	['van Doren, J. B. J. 1859. Boeroe en Manipa. Amsterdam, J. D. Sybrandi. 236pp.']	mani1297:1;
luhu1243	Luhu-Piru	Papunesia	-3.13187	127.966	luhu1243	lcq	ID	aust1307	NA	lcq	NA	NA	6	Spoken_L1_Language	aust1307/mala1545/nunu1252/piru1243/west2843/hoam1238/west2853	language	2	['Payapo, Abdullah. 1981. Siktaksis Bahasa Luhu. Jakarta: Departemen Pendidikan dan Kebudayaan. viii+82pp.', 'Payapo, Abdullah. 1980. Morfologi Bahasa Luhu. Jakarta: Departemen Pendidikan dan Kebudayaan. 86pp.', 'van der Crab, Petrus. 1862. De Moluksche Eilanden: Reis van Z. E. den Gouverneur-Generaal Ch. F. Pahud door den Molukschen archipel. Batavia: Lange. xiv+387+19pp.']	(batu1259:1,kela1256:1,nucl1532:1)luhu1243:1;
west2539	West Teluti	Papunesia	-3.2969	129.663	west2539	NA	NA	aust1307	telu1263	tlt	NA	NA	NA	Dialect	aust1307/mala1545/nunu1252/piru1243/east2752/east2757/telu1263	dialect	NA	NA	west2539:1;
laha1252	Laha Serani	Papunesia	-3.2969	129.663	laha1252	NA	NA	aust1307	telu1263	tlt	NA	NA	NA	Dialect	aust1307/mala1545/nunu1252/piru1243/east2752/east2757/telu1263	dialect	NA	NA	laha1252:1;
kaib1244	Kaibobo	Papunesia	-3.1603	128.211	kaib1244	kzb	ID	aust1307	NA	kzb	NA	NA	3	Spoken_L1_Language	aust1307/mala1545/nunu1252/piru1243/east2752/sole1243/sera1270	language	4	['van Ekris, A. 1864, 1864, 1865. Woordenlijst van eenige dialecten der landtaal op de Ambonsche eilanden. Mededeelingen vanwege het Nederlandsch Zendelinggenootschap 8, 8, 9. 61-108, 301-336, 109-136.']	(hatu1245:1,nucl1530:1)kaib1244:1;
ulia1238	Uliase	NA	-3.493747653999947	128.5610457690001	ulia1238	NA	NA	aust1307	NA	NA	NA	NA	NA	Family	aust1307/mala1545/nunu1252/piru1243/east2752/sole1243/sera1270	family	NA	NA	(((hula1240:1,kail1252:1,pela1244:1,roho1238:1)haru1244:1,(((maka1308:1,ruta1241:1,soah1237:1)amah1245:1,nusa1245:1)elpa1239:1,(latu1237:1,(ihas1240:1,ihas1239:1,kulu1256:1,siri1271:1)sapa1251:1)sapa1250:1)hatu1244:1)hatu1247:1,kama1362:1)ulia1238:1;
ambo1254	Ambonic	NA	-3.61782	128.15925	ambo1254	NA	NA	aust1307	NA	NA	NA	NA	NA	Family	aust1307/mala1545/nunu1252/piru1243/east2752/sole1243/sera1270	family	NA	NA	((laha1251:1,(kait1239:1,seit1240:1)seit1239:1)cent2289:1,((hila1237:1,mama1274:1,more1257:1,nucl1529:1,waka1276:1)hitu1239:1,(lian1254:1,nucl1528:1,teng1269:1,tial1240:1)tule1244:1)nort3236:1)ambo1254:1;
nuni1252	Nuniali	Papunesia	-2.87434	128.265	nuni1252	NA	NA	aust1307	lisa1239	lcs	NA	NA	NA	Dialect	aust1307/mala1545/nunu1252/thre1238/amal1243/nort3221/lisa1239	dialect	NA	NA	nuni1252:1;
suka1244	Sukaraja	Papunesia	-2.87434	128.265	suka1244	NA	NA	aust1307	lisa1239	lcs	NA	NA	NA	Dialect	aust1307/mala1545/nunu1252/thre1238/amal1243/nort3221/lisa1239	dialect	NA	NA	suka1244:1;
lisa1240	Lisabata-Timur	Papunesia	-2.87434	128.265	lisa1240	NA	NA	aust1307	lisa1239	lcs	NA	NA	NA	Dialect	aust1307/mala1545/nunu1252/thre1238/amal1243/nort3221/lisa1239	dialect	NA	NA	lisa1240:1;
kawa1278	Kawa	Papunesia	-2.87434	128.265	kawa1278	NA	NA	aust1307	lisa1239	lcs	NA	NA	NA	Dialect	aust1307/mala1545/nunu1252/thre1238/amal1243/nort3221/lisa1239	dialect	NA	NA	kawa1278:1;
alun1238	Alune	Papunesia	-3.11477	128.394	alun1238	alp	ID	aust1307	NA	alp	NA	NA	2	Spoken_L1_Language	aust1307/mala1545/nunu1252/thre1238/amal1243/nort3221/ulat1237	language	2	['Yonadab Latue and Nimbrot Makaruku and Yushin Taguchi. 1991. Mai ite lepa Alune. Ambon: Kerjasama Universitas Pattimura-Summer Institute of Linguistics. xiii+205pp.', 'O. Kakerissa. 1984. Struktur Bahasa Seram. Jakarta: Departemen Pendidikan dan Kebudayaan. xi+36pp.', 'Niggemeyer, H. 1951, 1951, 1952, 1952. Alune-Sprache: Texte, Wörterverzeichnis und Grammatik einer Sprache West-Ceram. Zeitschrift für Ethnologie 76, 76, 77, 77. 50-69, 288-300, 116-132, 238-250.', 'Niggemeyer, H. 1000. Alune-Sprache: Texte, Wörterverzeichnis und Grammatik einer Sprache West-Cerams. Zeitschrift für Ethnologie 76. 50-69.']	(cent2077:1,cent2078:1,kair1264:1,nort2866:1,sout2893:1)alun1238:1;
naka1263	Naka'ela	Papunesia	-2.85543	128.516	naka1263	nae	ID	aust1307	NA	nae	NA	1995	6	Spoken_L1_Language	aust1307/mala1545/nunu1252/thre1238/amal1243/nort3221/ulat1237	language	4	['James T. Collins. 1983. The historical relationships of the languages of Central Maluku, Indonesia. (Pacific Linguistics: Series D, 47.) Canberra: Research School of Pacific and Asian Studies, Australian National University. ix+168pp. (Publication of 1980 PhD, U Chicago.)', 'James T. Collins. 1982. Linguistic Research in Maluku: A Report of Recent Field Work. Oceanic Linguistics XXI. 1-72.']	naka1263:1;
keli1251	Kelimuri	Papunesia	-3.8016	130.701	keli1251	NA	NA	aust1307	gese1240	ges	NA	NA	NA	Dialect	aust1307/mala1545/grea1302/band1354/gese1239/gese1241/gese1240	dialect	NA	NA	keli1251:1;
gora1263	Goram Laut	Papunesia	-3.8016	130.701	gora1263	NA	NA	aust1307	gese1240	ges	NA	NA	NA	Dialect	aust1307/mala1545/grea1302/band1354/gese1239/gese1241/gese1240	dialect	NA	NA	gora1263:1;
mina1270	Mina Mina Gorong	Papunesia	-3.8016	130.701	mina1270	NA	NA	aust1307	gese1240	ges	NA	NA	NA	Dialect	aust1307/mala1545/grea1302/band1354/gese1239/gese1241/gese1240	dialect	NA	NA	mina1270:1;
kero1244	Keroi	Papunesia	-4.21954	133.468	kero1244	NA	NA	aust1307	kowi1239	kwh	NA	NA	NA	Dialect	aust1307/mala1545/grea1302/band1354/gese1239/gese1241/kowi1239	dialect	NA	NA	kero1244:1;
adij1237	Adijaya	Papunesia	-4.21954	133.468	adij1237	NA	NA	aust1307	kowi1239	kwh	NA	NA	NA	Dialect	aust1307/mala1545/grea1302/band1354/gese1239/gese1241/kowi1239	dialect	NA	NA	adij1237:1;
nama1269	Namatota	Papunesia	-4.21954	133.468	nama1269	NA	NA	aust1307	kowi1239	kwh	NA	NA	NA	Dialect	aust1307/mala1545/grea1302/band1354/gese1239/gese1241/kowi1239	dialect	NA	NA	nama1269:1;
waik1244	Waikala	Papunesia	-4.21954	133.468	waik1244	NA	NA	aust1307	kowi1239	kwh	NA	NA	NA	Dialect	aust1307/mala1545/grea1302/band1354/gese1239/gese1241/kowi1239	dialect	NA	NA	waik1244:1;
west2533	West Manus	NA	-2.1142260924999747	146.6912979496667	west2533	NA	NA	aust1307	NA	NA	NA	NA	NA	Family	aust1307/mala1545/east2712/ocea1241/admi1239/east2459/manu1262	family	NA	NA	((bipi1237:1,herm1237:1,(babo1242:1)nyin1250:1,(hare1242:1,sori1243:1)sori1242:1)west2848:1,(((buch1237:1,dreh1238:1,leve1237:1)kheh1237:1,liku1243:1)liku1245:1,mond1265:1,(bohu1238:1,keli1250:1,tulu1260:1)tulu1259:1)west2849:1)west2533:1;
moko1244	Mokoreng-Loniu	NA	-2.0386300000000004	147.3865	moko1244	NA	NA	aust1307	NA	NA	NA	NA	NA	Family	aust1307/mala1545/east2712/ocea1241/admi1239/east2459/manu1262	family	NA	NA	(loni1238:1,moke1240:1)moko1244:1;
pakt1239	Pak-Tong	Papunesia	-2.05269	147.767	pakt1239	pkg	PG	aust1307	NA	pkg	NA	NA	1	Spoken_L1_Language	aust1307/mala1545/east2712/ocea1241/admi1239/east2459/manu1262	language	3	['Robert Blust. 2021. Pak. In Eight languages of the Admiralty Islands, Papua New Guinea, 481-546. Port Moresby: Linguistic Society of Papua New Guinea.', 'Georg Friederici. 1912. Wissenschaftliche Ergebnisse: einer amtlichen Forschungsreise nach dem Bismarck-Archipel im Jahre 1908: II Beiträge zur Völker- und Sprachenkunde von Deutsch-Neuguinea. (Ergänzungsheft der Mitteilungen aus den Deutschen Schutzgebieten, 5.) Berlin: Ernst Siegfried Mittler und Sohn. vi+324+ivpp.']	(pakk1242:1,tong1326:1)pakt1239:1;
east2460	East Manus	NA	-1.9988805867942312	147.068662694404	east2460	NA	NA	aust1307	NA	NA	NA	NA	NA	Family	aust1307/mala1545/east2712/ocea1241/admi1239/east2459/manu1262	family	NA	NA	(andr1248:1,((sabo1241:1)lele1270:1,(koro1309:1,papi1254:1)bowa1234:1,(okro1237:1)nali1245:1,tita1241:1)koro1314:1,(eree1241:1,kele1258:1,(eluu1241:1,kurt1250:1)kurt1252:1)kurt1251:1,leip1237:1,pona1250:1)east2460:1;
lenk1247	Lenkau	Papunesia	-2.33367	147.742	lenk1247	ler	PG	aust1307	NA	ler	NA	NA	3	Spoken_L1_Language	aust1307/mala1545/east2712/ocea1241/admi1239/east2459/sout2879	language	4	['Malcolm Ross. 1988. Proto-Oceanic and the Austronesian languages of western Melanesia. (Pacific Linguistics: Series C, 98.) Canberra: Research School of Pacific and Asian Studies, Australian National University. xiii+487pp. (Publication of PhD, ANU 1987.)']	lenk1247:1;
naun1237	Nauna	Papunesia	-2.21213	148.201	naun1237	ncn	PG	aust1307	NA	ncn	NA	NA	4	Spoken_L1_Language	aust1307/mala1545/east2712/ocea1241/admi1239/east2459/sout2879	language	3	['Robert Blust. 2021. Nauna. In Eight languages of the Admiralty Islands, Papua New Guinea, 547-622. Port Moresby: Linguistic Society of Papua New Guinea.', 'Malcolm Ross. 1988. Proto-Oceanic and the Austronesian languages of western Melanesia. (Pacific Linguistics: Series C, 98.) Canberra: Research School of Pacific and Asian Studies, Australian National University. xiii+487pp. (Publication of PhD, ANU 1987.)']	naun1237:1;
loup1244	Lou-Paluai	NA	-2.183038018999923	147.21648196700005	loup1244	NA	NA	aust1307	NA	NA	NA	NA	NA	Family	aust1307/mala1545/east2712/ocea1241/admi1239/east2459/sout2879	family	NA	NA	((reii1237:1)louu1245:1,(balu1258:1,pamm1243:1)balu1257:1)loup1244:1;
penc1239	Penchal	Papunesia	-2.29891	147.81	penc1239	pek	PG	aust1307	NA	pek	NA	NA	1	Spoken_L1_Language	aust1307/mala1545/east2712/ocea1241/admi1239/east2459/sout2879	language	4	['Malcolm Ross. 1988. Proto-Oceanic and the Austronesian languages of western Melanesia. (Pacific Linguistics: Series C, 98.) Canberra: Research School of Pacific and Asian Studies, Australian National University. xiii+487pp. (Publication of PhD, ANU 1987.)']	penc1239:1;
wuvu1240	Wuvulu	Papunesia	-1.73938	142.851	wuvu1240	NA	NA	aust1307	wuvu1239	wuv	NA	NA	NA	Dialect	aust1307/mala1545/east2712/ocea1241/admi1239/west2532/wuvu1239	dialect	NA	NA	wuvu1240:1;
auaa1241	Aua	Papunesia	-1.73938	142.851	auaa1241	NA	NA	aust1307	wuvu1239	wuv	NA	NA	NA	Dialect	aust1307/mala1545/east2712/ocea1241/admi1239/west2532/wuvu1239	dialect	NA	NA	auaa1241:1;
kani1282	Kaniet	Papunesia	-1.51777	145.086	kani1282	ktk	PG	aust1307	NA	ktk	NA	1950	6	Spoken_L1_Language	aust1307/mala1545/east2712/ocea1241/admi1239/west2532/anch1239	language	4	['Georg Thilenius. 1903. Ethnographische ergebnisse aus Melanesien. (Abhandlungen der Kaiserlichen Leopoldinisch-Carolinischen Deutschen Akademie der Naturforscher, 80.) Halle: Ehrhardt Karras. 476pp.']	kani1282:1;
kani1283	Kaniet-Dempwolff	Papunesia	-0.892611	145.543794	kani1283	NA	PG	aust1307	NA	NA	NA	1905	6	Spoken_L1_Language	aust1307/mala1545/east2712/ocea1241/admi1239/west2532/anch1239	language	4	[""Robert Blust. 1996. The linguistic position of the Western Islands, Papua New Guinea. In Lynch, John and Fa'afo, Pat (eds.), Oceanic Studies: proceedings of the First International Conference on Oceanic Linguistics, 1-46. Canberra: Australian National University."", 'Otto Dempwolff. 1905. Beiträge zur Kenntnis der Sprachen von Deutsch-Neuguinea. Mittheilungen des Seminars für Orientalische Sprachen VIII. 182-254.', 'Otto Dempwolff. 1904. Über aussterbende Völker (Die Eingeborenen der ""westlichen Inseln"" in Deutsch-Neu-Guinea). Zeitschrift für Ethnologie 36. 384-415.']	kani1283:1;
nadr1235	Nadrogaa	Papunesia	-17.8355	177.657	nadr1235	NA	NA	aust1307	west2519	wyy	NA	NA	NA	Dialect	aust1307/mala1545/east2712/ocea1241/cent2060/west2518/west2519	dialect	NA	NA	nadr1235:1;
nucl1487	Northwest Viti Levu	Papunesia	-18.134562	177.538969	nucl1487	NA	NA	aust1307	west2519	wyy	NA	NA	NA	Dialect	aust1307/mala1545/east2712/ocea1241/cent2060/west2518/west2519	dialect	2	['Pawley, Andrew. 2018. A Short Grammar of Wayan. unpublished grammar sketch.']	nucl1487:1;
waya1268	Waya (Western Fijian)	Papunesia	-17.294682	177.123396	waya1268	NA	NA	aust1307	west2519	wyy	NA	NA	NA	Dialect	aust1307/mala1545/east2712/ocea1241/cent2060/west2518/west2519	dialect	2	['Pawley, Andrew. 2018. A Short Grammar of Wayan. unpublished grammar sketch.']	waya1268:1;
tuba1276	Tubai	Papunesia	-18.5308	177.637	tuba1276	NA	NA	aust1307	namo1248	bwb	NA	NA	NA	Dialect	aust1307/mala1545/east2712/ocea1241/cent2060/west2518/namo1248	dialect	NA	NA	tuba1276:1;
nale1237	Nalea	Papunesia	-18.5308	177.637	nale1237	NA	NA	aust1307	namo1248	bwb	NA	NA	NA	Dialect	aust1307/mala1545/east2712/ocea1241/cent2060/west2518/namo1248	dialect	NA	NA	nale1237:1;
bati1252	Batiwai	Papunesia	-18.5308	177.637	bati1252	NA	NA	aust1307	namo1248	bwb	NA	NA	NA	Dialect	aust1307/mala1545/east2712/ocea1241/cent2060/west2518/namo1248	dialect	NA	NA	bati1252:1;
tong1324	Tongic	NA	-19.71217213299991	-174.25519771999993	tong1324	NA	NA	aust1307	NA	NA	NA	NA	NA	Family	aust1307/mala1545/east2712/ocea1241/cent2060/east2445/poly1242	family	NA	NA	(niue1239:1,tong1325:1)tong1324:1;
nucl1485	Nuclear Polynesian	NA	-12.26726653399993	168.82292728000004	nucl1485	NA	NA	aust1307	NA	NA	NA	NA	NA	Family	aust1307/mala1545/east2712/ocea1241/cent2060/east2445/poly1242	family	NA	NA	(anut1237:1,east2447:1,(wall1257:1,niua1240:1,niua1241:1)east2758:1,((puka1242:1,(samo1305:1,toke1240:1)samo1310:1)puka1245:1,(nort2844:1,sout2865:1)tuva1244:1)elli1239:1,((kapi1249:1,nuku1260:1)nort3235:1,((((luan1260:1,pela1243:1)onto1237:1,(nuku1258:1,nuku1259:1,taku1257:1)taku1258:1)cent2299:1,(((mang1401:1,rapa1244:1)fare1245:1,((hatu1243:1,nuku1261:1,uahu1237:1,uapo1237:1)nort2845:1,(fatu1237:1,hiva1242:1,tahu1239:1)sout2866:1)marq1246:1)east2895:1,(hawa1245:1,((mang1402:1,oldr1239:1)rapa1245:1,((sout2867:1,ngaa1243:1,ngaa1242:1,bayo1258:1)east2850:1,mori1267:1,(roto1247:1,(ngaa1244:1,teau1234:1)nort2846:1,tara1315:1,waik1246:1,wang1297:1)west2940:1)maor1246:1,penr1237:1,raka1237:1,(aitu1237:1,atiu1237:1,mauk1238:1,miti1242:1,raro1242:1)raro1241:1,((raiv1237:1,rima1237:1,ruru1237:1,tubu1240:1)aust1304:1,tahi1242:1)tahi1244:1,(fang1249:1,mara1400:1,napu1240:1,para1305:1,reao1237:1,tapu1238:1,vahi1237:1)tuam1242:1)sout3383:1)east2896:1)east2449:1)cent2298:1,sika1261:1)solo1260:1)nort3246:1,(mung1271:1,mung1270:1)renn1242:1,tiko1237:1,(auaa1240:1,mate1237:1,nucl1486:1,nuka1241:1,nupa1238:1,taum1237:1)pile1238:1,(emae1237:1,((aniw1237:1,west2515:1)futu1245:1,(fila1237:1,mele1251:1)mele1250:1)mele1252:1,west2516:1)vanu1245:1)nucl1485:1;
laua1243	Lauan	Papunesia	-18.2131	-178.785	laua1243	llx	FJ	aust1307	NA	llx	NA	NA	1	Spoken_L1_Language	aust1307/mala1545/east2712/ocea1241/cent2060/east2445/east2446	language	4	['Paul A. Geraghty. 1983. The History of the Fijian Languages. (Oceanic Linguistics Special Publications, 19.) Honolulu: University of Hawaii Press. xxv+483pp. (Includes indexes Bibliography: p. 420-430).', ""Geraghty, Paul. 1979. Topics in Fijian Language History. (Doctoral dissertation, University of Hawai'i at Mānoa; xx+398pp.)"", 'Hocart, A. M. 1929. Lau Islands, Fiji. (Bull. Bishop Mus., 62.) 1-240pp.']	(lauu1248:1,vanu1243:1)laua1243:1;
nucl1823	Nuclear Eastern Fijian	NA	-17.00554778399993	178.72087649800005	nucl1823	NA	NA	aust1307	NA	NA	NA	NA	NA	Family	aust1307/mala1545/east2712/ocea1241/cent2060/east2445/east2446	family	NA	NA	(gone1237:1,(((nort2842:1,(bauu1243:1,lutu1234:1,nadr1234:1,naim1234:1,namo1250:1,waid1240:1)sout2864:1)east2898:1,kada1285:1,(cent2061:1,nort2843:1,west2514:1)nucl1825:1,sout2863:1)fiji1243:1,loma1261:1)viwa1234:1)nucl1823:1;
